UID:548615070318948634,Account Type:Main
id,Order id,Time,Trade Type,Symbol,Action,Amount,Trading Unit,Filled Price,PnL,Fee,Fee Unit,Position Change,Position Balance,Balance Change,Balance,Balance Unit
3156446880518365184,3156446880484810752,2025-12-24 13:24:07,Swap,ETH-USDT-SWAP,Buy,0.29,cont,2928.38000000,-0.05713000,-0.04246151,USDT,0.00000000,0.00000000,-0.09959151,344.65558517,USDT
3156446788948320256,3156446788914765824,2025-12-24 13:24:04,Swap,SUI-USDT-SWAP,Buy,57,cont,1.40760000,-0.35340000,-0.04011660,USDT,0.00000000,0.00000000,-0.39351660,344.75517668,USDT
3156446721235476480,3156446721201922048,2025-12-24 13:24:02,Swap,SOL-USDT-SWAP,Buy,0.69,cont,121.84000000,-0.44850000,-0.04203480,USDT,0.00000000,0.00000000,-0.49053480,345.14869328,USDT
3156446638624464896,3156446638590910464,2025-12-24 13:24:00,Swap,DOGE-USDT-SWAP,Buy,0.73,cont,0.12747000,0.00730000,-0.04652655,USDT,0.00000000,0.00000000,-0.03922655,345.63922808,USDT
3156446556449660934,3156446556416106496,2025-12-24 13:23:57,Swap,BTC-USDT-SWAP,Buy,0.1,cont,87063.10000000,-0.04320000,-0.04353155,USDT,0.00000000,0.00000000,-0.08673155,345.67845463,USDT
3156446005552996352,3156446005485887488,2025-12-24 13:23:41,Swap,XRP-USDT-SWAP,Buy,0.52,cont,1.86350000,-0.67080000,-0.04845100,USDT,0.00000000,0.00000000,-0.71925100,345.76518618,USDT
3156429274038132737,3156429274004578304,2025-12-24 13:15:22,Swap,ETH-USDT-SWAP,Sell,0.29,cont,2926.41000000,0.00000000,-0.04243295,USDT,0.00000000,0.00000000,-0.04243295,346.48443718,USDT
3156425655159087104,3156425655125532672,2025-12-24 13:13:34,Swap,UNI-USDT-SWAP,Buy,1,cont,5.70600000,-0.06300000,-0.00285300,USDT,0.00000000,0.00000000,-0.06585300,347.38295913,USDT
3156425655159087105,3156425655125532672,2025-12-24 13:13:34,Swap,UNI-USDT-SWAP,Buy,2,cont,5.70600000,-0.12600000,-0.00570600,USDT,0.00000000,0.00000000,-0.13170600,347.25125313,USDT
3156425655159087106,3156425655125532672,2025-12-24 13:13:34,Swap,UNI-USDT-SWAP,Buy,11,cont,5.70600000,-0.69300000,-0.03138300,USDT,0.00000000,0.00000000,-0.72438300,346.52687013,USDT
3156420439793721344,3156420439726612480,2025-12-24 13:10:59,Swap,ETH-USDT-SWAP,Buy,0.26,cont,2927.43000000,0.38844000,-0.03805659,USDT,0.00000000,0.00000000,0.35038341,347.44881213,USDT
3156220228383268864,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,2,cont,0.26200000,0.00540000,-0.00026200,USDT,0.00000000,0.00000000,0.00513800,346.38938472,USDT
3156220228383268870,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,1,cont,0.26200000,0.00270000,-0.00013100,USDT,0.00000000,0.00000000,0.00256900,346.51526572,USDT
3156220228383268871,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,5,cont,0.26200000,0.01350000,-0.00065500,USDT,0.00000000,0.00000000,0.01284500,346.52811072,USDT
3156220228383268876,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,1,cont,0.26200000,0.00270000,-0.00013100,USDT,0.00000000,0.00000000,0.00256900,346.65142272,USDT
3156220228383268875,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,11,cont,0.26200000,0.02970000,-0.00144100,USDT,0.00000000,0.00000000,0.02825900,346.64885372,USDT
