UID:548615070318948634,Account Type:Main
id,Order id,Time,Trade Type,Symbol,Action,Amount,Trading Unit,Filled Price,PnL,Fee,Fee Unit,Position Change,Position Balance,Balance Change,Balance,Balance Unit
3156220228383268867,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,6,cont,0.26200000,0.01620000,-0.00078600,USDT,0.00000000,0.00000000,0.01541400,346.50755872,USDT
3156220228383268865,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,2,cont,0.26200000,0.00540000,-0.00026200,USDT,0.00000000,0.00000000,0.00513800,346.39452272,USDT
3156220228383268868,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,1,cont,0.26200000,0.00270000,-0.00013100,USDT,0.00000000,0.00000000,0.00256900,346.51012772,USDT
3156220228383268874,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,16,cont,0.26200000,0.04320000,-0.00209600,USDT,0.00000000,0.00000000,0.04110400,346.62059472,USDT
3156220228383268872,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,8,cont,0.26200000,0.02160000,-0.00104800,USDT,0.00000000,0.00000000,0.02055200,346.54866272,USDT
3156220228383268866,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,38,cont,0.26200000,0.10260000,-0.00497800,USDT,0.00000000,0.00000000,0.09762200,346.49214472,USDT
3156220228383268877,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,174,cont,0.26200000,0.46980000,-0.02279400,USDT,0.00000000,0.00000000,0.44700600,347.09842872,USDT
3156220228383268869,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,1,cont,0.26200000,0.00270000,-0.00013100,USDT,0.00000000,0.00000000,0.00256900,346.51269672,USDT
3156220228383268873,3156220228349714432,2025-12-24 11:31:32,Swap,OP-USDT-SWAP,Buy,12,cont,0.26200000,0.03240000,-0.00157200,USDT,0.00000000,0.00000000,0.03082800,346.57949072,USDT
3156187948784803841,3156187948717694976,2025-12-24 11:15:30,Swap,SUI-USDT-SWAP,Sell,57,cont,1.40140000,0.00000000,-0.03993990,USDT,0.00000000,0.00000000,-0.03993990,346.38424672,USDT
3156157816300888065,3156157816267333632,2025-12-24 11:00:32,Swap,SOL-USDT-SWAP,Sell,0.69,cont,121.19000000,0.00000000,-0.04181055,USDT,0.00000000,0.00000000,-0.04181055,346.42418662,USDT
3156156772321845332,0,2025-12-24 11:00:01,Swap,OP-USDT-SWAP,Funding fee income,278,cont,0.26170000,0.00338059,0.00000000,USDT,0.00000000,0.00000000,0.00338059,346.46599717,USDT
3156156769369055312,0,2025-12-24 11:00:01,Swap,DOGE-USDT-SWAP,Funding fee income,0.73,cont,0.12702000,0.00093458,0.00000000,USDT,0.00000000,0.00000000,0.00093459,346.46261658,USDT
3156156769369055310,0,2025-12-24 11:00:01,Swap,XRP-USDT-SWAP,Funding fee expense,0.52,cont,1.85340000,-0.00466838,0.00000000,USDT,0.00000000,0.00000000,-0.00466838,346.46168199,USDT
3156156739170066534,0,2025-12-24 11:00:00,Swap,ETH-USDT-SWAP,Funding fee income,0.26,cont,2930.89000000,0.00179503,0.00000000,USDT,0.00000000,0.00000000,0.00179503,346.46635036,USDT
3156156728197767196,0,2025-12-24 11:00:00,Swap,UNI-USDT-SWAP,Funding fee income,14,cont,5.59800000,0.00686768,0.00000000,USDT,0.00000000,0.00000000,0.00686769,346.46455533,USDT
3156156723097493530,0,2025-12-24 11:00:00,Swap,MINA-USDT-SWAP,Funding fee expense,10617,cont,0.07437000,-0.03947932,0.00000000,USDT,-0.03947931,132.94517659,0.00000000,346.45768765,USDT
3156156721788870714,0,2025-12-24 11:00:00,Swap,BTC-USDT-SWAP,Funding fee income,0.1,cont,86865.40000000,0.00256174,0.00000000,USDT,0.00000000,0.00000000,0.00256175,346.45768765,USDT
3156135895760887809,3156135895727333376,2025-12-24 10:49:39,Swap,SOL-USDT-SWAP,Buy,0.57,cont,121.72000000,-0.57570000,-0.03469020,USDT,0.00000000,0.00000000,-0.61039020,346.45512590,USDT
3156135895760887808,3156135895727333376,2025-12-24 10:49:39,Swap,SOL-USDT-SWAP,Buy,0.17,cont,121.72000000,-0.17170000,-0.01034620,USDT,0.00000000,0.00000000,-0.18204620,347.06551610,USDT
3156067434217070593,3156067434183516160,2025-12-24 10:15:39,Swap,DOGE-USDT-SWAP,Sell,0.73,cont,0.12748000,0.00000000,-0.04653020,USDT,0.00000000,0.00000000,-0.04653020,347.24756230,USDT
3156066769671544833,3156066769637990400,2025-12-24 10:15:19,Swap,BTC-USDT-SWAP,Sell,0.03,cont,87019.90000000,0.00000000,-0.01305299,USDT,0.00000000,0.00000000,-0.01305299,347.32454946,USDT
3156066769671544835,3156066769637990400,2025-12-24 10:15:19,Swap,BTC-USDT-SWAP,Sell,0.06,cont,87019.90000000,0.00000000,-0.02610597,USDT,0.00000000,0.00000000,-0.02610597,347.29409250,USDT
3156066769671544834,3156066769637990400,2025-12-24 10:15:19,Swap,BTC-USDT-SWAP,Sell,0.01,cont,87019.90000000,0.00000000,-0.00435100,USDT,0.00000000,0.00000000,-0.00435100,347.32019847,USDT
3156043217446625280,3156043217413070848,2025-12-24 10:03:37,Swap,DOGE-USDT-SWAP,Buy,0.75,cont,0.12735000,1.20750000,-0.04775625,USDT,0.00000000,0.00000000,1.15974375,347.33760245,USDT
3156037134833410049,3156037134799855616,2025-12-24 10:00:36,Swap,XRP-USDT-SWAP,Sell,0.52,cont,1.85060000,0.00000000,-0.04811560,USDT,0.00000000,0.00000000,-0.04811560,346.17785870,USDT
3156036613833744384,3156036613800189952,2025-12-24 10:00:20,Swap,BTC-USDT-SWAP,Buy,0.13,cont,86993.40000000,0.50245000,-0.05654571,USDT,0.00000000,0.00000000,0.44590429,346.22597430,USDT
3156016296826494976,3156016296792940544,2025-12-24 09:50:15,Swap,XRP-USDT-SWAP,Buy,0.46,cont,1.85030000,-0.61180000,-0.04255690,USDT,0.00000000,0.00000000,-0.65435690,345.78007001,USDT
3155977065185927170,3155977065152372736,2025-12-24 09:30:45,Swap,UNI-USDT-SWAP,Sell,3,cont,5.64300000,0.00000000,-0.00846450,USDT,0.00000000,0.00000000,-0.00846450,346.43442691,USDT
3155977065185927169,3155977065152372736,2025-12-24 09:30:45,Swap,UNI-USDT-SWAP,Sell,11,cont,5.64300000,0.00000000,-0.03103650,USDT,0.00000000,0.00000000,-0.03103650,346.44289141,USDT
3155960421483012096,3155960421415903232,2025-12-24 09:22:29,Swap,UNI-USDT-SWAP,Buy,4,cont,5.65000000,0.18000000,-0.01130000,USDT,0.00000000,0.00000000,0.16870000,346.47392791,USDT
3155960421449457664,3155960421415903232,2025-12-24 09:22:29,Swap,UNI-USDT-SWAP,Buy,3,cont,5.65000000,0.13500000,-0.00847500,USDT,0.00000000,0.00000000,0.12652500,346.05217791,USDT
3155960421449457667,3155960421415903232,2025-12-24 09:22:29,Swap,UNI-USDT-SWAP,Buy,2,cont,5.65000000,0.09000000,-0.00565000,USDT,0.00000000,0.00000000,0.08435000,346.22087791,USDT
3155960421449457669,3155960421415903232,2025-12-24 09:22:29,Swap,UNI-USDT-SWAP,Buy,1,cont,5.65000000,0.04500000,-0.00282500,USDT,0.00000000,0.00000000,0.04217500,346.30522791,USDT
3155960421449457668,3155960421415903232,2025-12-24 09:22:29,Swap,UNI-USDT-SWAP,Buy,1,cont,5.65000000,0.04500000,-0.00282500,USDT,0.00000000,0.00000000,0.04217500,346.26305291,USDT
3155960421449457666,3155960421415903232,2025-12-24 09:22:29,Swap,UNI-USDT-SWAP,Buy,1,cont,5.65000000,0.04500000,-0.00282500,USDT,0.00000000,0.00000000,0.04217500,346.13652791,USDT
3155960421449457665,3155960421415903232,2025-12-24 09:22:29,Swap,UNI-USDT-SWAP,Buy,1,cont,5.65000000,0.04500000,-0.00282500,USDT,0.00000000,0.00000000,0.04217500,346.09435291,USDT
3155959213456351233,3155959213389242368,2025-12-24 09:21:53,Swap,SUI-USDT-SWAP,Buy,1,cont,1.40200000,0.01060000,-0.00070100,USDT,0.00000000,0.00000000,0.00989900,345.45050091,USDT
3155959213456351234,3155959213389242368,2025-12-24 09:21:53,Swap,SUI-USDT-SWAP,Buy,48,cont,1.40200000,0.50880000,-0.03364800,USDT,0.00000000,0.00000000,0.47515200,345.92565291,USDT
3155959213456351232,3155959213389242368,2025-12-24 09:21:53,Swap,SUI-USDT-SWAP,Buy,9,cont,1.40200000,0.09540000,-0.00630900,USDT,0.00000000,0.00000000,0.08909100,345.44060191,USDT
3155946644771430401,3155946644737875968,2025-12-24 09:15:39,Swap,XRP-USDT-SWAP,Sell,0.46,cont,1.83700000,0.00000000,-0.04225100,USDT,0.00000000,0.00000000,-0.04225100,345.35151091,USDT
3155946278055043073,3155946278021488640,2025-12-24 09:15:28,Swap,SOL-USDT-SWAP,Sell,0.74,cont,120.71000000,0.00000000,-0.04466270,USDT,0.00000000,0.00000000,-0.04466270,345.39376191,USDT
3155945005167665152,3155945005134110720,2025-12-24 09:14:50,Swap,XRP-USDT-SWAP,Buy,0.52,cont,1.83690000,0.98800000,-0.04775940,USDT,0.00000000,0.00000000,0.94024060,345.43842461,USDT
3155929814270992384,3155929814036111360,2025-12-24 09:07:17,Swap,SOL-USDT-SWAP,Buy,0.83,cont,120.76000000,1.23670000,-0.05011540,USDT,0.00000000,0.00000000,1.18658460,344.49818401,USDT
3155916558760402945,3155916558693294080,2025-12-24 09:00:42,Swap,OP-USDT-SWAP,Sell,278,cont,0.26470000,0.00000000,-0.03679330,USDT,0.00000000,0.00000000,-0.03679330,343.31159941,USDT
3155887603667951616,3155887603600842752,2025-12-24 08:46:19,Swap,OP-USDT-SWAP,Buy,293,cont,0.26300000,1.25990000,-0.03852950,USDT,0.00000000,0.00000000,1.22137050,343.34839271,USDT
3155856224066461698,3155856224032907264,2025-12-24 08:30:44,Swap,UNI-USDT-SWAP,Sell,13,cont,5.69500000,0.00000000,-0.03701750,USDT,0.00000000,0.00000000,-0.03701750,342.12702221,USDT
3155764871286480897,3155764871219372032,2025-12-24 07:45:22,Swap,ETH-USDT-SWAP,Sell,0.26,cont,2942.37000000,0.00000000,-0.03825081,USDT,0.00000000,0.00000000,-0.03825081,342.16403971,USDT
3155673546625114132,0,2025-12-24 07:00:00,Swap,MINA-USDT-SWAP,Funding fee expense,10617,cont,0.07510000,-0.03986684,0.00000000,USDT,-0.03986684,132.98465590,0.00000000,342.20229052,USDT
3155644737796431874,3155644737762877440,2025-12-24 06:45:41,Swap,OP-USDT-SWAP,Sell,293,cont,0.26730000,0.00000000,-0.03915945,USDT,0.00000000,0.00000000,-0.03915945,342.20229052,USDT
3155644323432751106,3155644323399196672,2025-12-24 06:45:29,Swap,SUI-USDT-SWAP,Sell,1,cont,1.41260000,0.00000000,-0.00070630,USDT,0.00000000,0.00000000,-0.00070630,342.28100277,USDT
3155644323432751107,3155644323399196672,2025-12-24 06:45:29,Swap,SUI-USDT-SWAP,Sell,56,cont,1.41260000,0.00000000,-0.03955280,USDT,0.00000000,0.00000000,-0.03955280,342.24144997,USDT
3155644323432751105,3155644323399196672,2025-12-24 06:45:29,Swap,SUI-USDT-SWAP,Sell,1,cont,1.41260000,0.00000000,-0.00070630,USDT,0.00000000,0.00000000,-0.00070630,342.28170907,USDT
3155614328857550849,3155614328823996416,2025-12-24 06:30:35,Swap,XRP-USDT-SWAP,Sell,0.52,cont,1.85590000,0.00000000,-0.04825340,USDT,0.00000000,0.00000000,-0.04825340,342.28241537,USDT
3155613979690131457,3155613979656577024,2025-12-24 06:30:25,Swap,SOL-USDT-SWAP,Sell,0.83,cont,122.25000000,0.00000000,-0.05073375,USDT,0.00000000,0.00000000,-0.05073375,342.33066877,USDT
3155595533745119232,3155595533711564800,2025-12-24 06:21:15,Swap,XRP-USDT-SWAP,Buy,0.01,cont,1.85190000,0.03220000,-0.00092595,USDT,0.00000000,0.00000000,0.03127405,340.81770002,USDT
3155595533745119234,3155595533711564800,2025-12-24 06:21:15,Swap,XRP-USDT-SWAP,Buy,0.49,cont,1.85190000,1.57780000,-0.04537155,USDT,0.00000000,0.00000000,1.53242845,342.38140252,USDT
3155595533745119233,3155595533711564800,2025-12-24 06:21:15,Swap,XRP-USDT-SWAP,Buy,0.01,cont,1.85190000,0.03220000,-0.00092595,USDT,0.00000000,0.00000000,0.03127405,340.84897407,USDT
3155594412691546112,3155594412657991680,2025-12-24 06:20:42,Swap,SOL-USDT-SWAP,Buy,0.72,cont,122.14000000,0.43920000,-0.04397040,USDT,0.00000000,0.00000000,0.39522960,340.78642597,USDT
3155565601212063745,3155565601178509312,2025-12-24 06:06:23,Swap,SUI-USDT-SWAP,Buy,38,cont,1.40010000,0.82840000,-0.02660190,USDT,0.00000000,0.00000000,0.80179810,340.39119637,USDT
3155565601212063744,3155565601178509312,2025-12-24 06:06:23,Swap,SUI-USDT-SWAP,Buy,17,cont,1.40010000,0.37060000,-0.01190085,USDT,0.00000000,0.00000000,0.35869915,339.58939827,USDT
3155493339528159233,3155493339494604800,2025-12-24 05:30:29,Swap,SOL-USDT-SWAP,Sell,0.72,cont,122.75000000,0.00000000,-0.04419000,USDT,0.00000000,0.00000000,-0.04419000,339.23069912,USDT
3155484994104713219,3155484994037604352,2025-12-24 05:26:21,Swap,SOL-USDT-SWAP,Buy,0.05,cont,122.84000000,0.06500000,-0.00307100,USDT,0.00000000,0.00000000,0.06192900,339.27488912,USDT
3155484994104713217,3155484994037604352,2025-12-24 05:26:21,Swap,SOL-USDT-SWAP,Buy,0.01,cont,122.84000000,0.01300000,-0.00061420,USDT,0.00000000,0.00000000,0.01238580,338.89092932,USDT
3155484994104713216,3155484994037604352,2025-12-24 05:26:21,Swap,SOL-USDT-SWAP,Buy,0.25,cont,122.84000000,0.32500000,-0.01535500,USDT,0.00000000,0.00000000,0.30964500,338.87854352,USDT
3155484994104713218,3155484994037604352,2025-12-24 05:26:21,Swap,SOL-USDT-SWAP,Buy,0.26,cont,122.84000000,0.33800000,-0.01596920,USDT,0.00000000,0.00000000,0.32203080,339.21296012,USDT
3155484994071158784,3155484994037604352,2025-12-24 05:26:21,Swap,SOL-USDT-SWAP,Buy,0.06,cont,122.84000000,0.07800000,-0.00368520,USDT,0.00000000,0.00000000,0.07431480,338.56889852,USDT
3155190403539394646,0,2025-12-24 03:00:01,Swap,SUI-USDT-SWAP,Funding fee income,55,cont,1.43480000,0.00020371,0.00000000,USDT,0.00000000,0.00000000,0.00020371,338.49458372,USDT
3155190400620159044,0,2025-12-24 03:00:01,Swap,XRP-USDT-SWAP,Funding fee income,0.51,cont,1.87200000,0.00099327,0.00000000,USDT,0.00000000,0.00000000,0.00099327,338.49117047,USDT
3155190400620159046,0,2025-12-24 03:00:01,Swap,DOGE-USDT-SWAP,Funding fee income,0.75,cont,0.12920000,0.00320953,0.00000000,USDT,0.00000000,0.00000000,0.00320953,338.49438001,USDT
3155190375320117328,0,2025-12-24 03:00:00,Swap,SOL-USDT-SWAP,Funding fee income,0.63,cont,123.93000000,0.00032835,0.00000000,USDT,0.00000000,0.00000000,0.00032835,338.49017720,USDT
3155190354516369434,0,2025-12-24 03:00:00,Swap,MINA-USDT-SWAP,Funding fee expense,10617,cont,0.07542000,-0.04003671,0.00000000,USDT,-0.04003671,133.02452274,0.00000000,338.48984885,USDT
3155190353174192172,0,2025-12-24 03:00:00,Swap,BTC-USDT-SWAP,Funding fee income,0.13,cont,87437.70000000,0.00504320,0.00000000,USDT,0.00000000,0.00000000,0.00504320,338.48984885,USDT
3154949791787507713,3154949791753953280,2025-12-24 01:00:30,Swap,SOL-USDT-SWAP,Sell,0.63,cont,124.14000000,0.00000000,-0.03910410,USDT,0.00000000,0.00000000,-0.03910410,338.48480565,USDT
3154799486957510656,3154799486890401792,2025-12-23 23:45:51,Swap,SOL-USDT-SWAP,Buy,0.88,cont,125.55000000,-1.86560000,-0.05524200,USDT,0.00000000,0.00000000,-1.92084200,338.52390975,USDT
3154790467022872576,3154790466989318144,2025-12-23 23:41:22,Swap,ETH-USDT-SWAP,Buy,0.37,cont,2978.56000000,-2.24331000,-0.05510336,USDT,0.00000000,0.00000000,-2.29841336,340.44475175,USDT
3154707169118511124,0,2025-12-23 23:00:00,Swap,MINA-USDT-SWAP,Funding fee expense,10617,cont,0.07567000,-0.04016942,0.00000000,USDT,-0.04016942,133.06455945,0.00000000,342.74316511,USDT
3154497219339476993,3154497219305922560,2025-12-23 21:15:43,Swap,DOGE-USDT-SWAP,Sell,0.75,cont,0.12896000,0.00000000,-0.04836000,USDT,0.00000000,0.00000000,-0.04836000,342.74316511,USDT
3154468821317705731,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.01,cont,0.12864000,0.01470000,-0.00064320,USDT,0.00000000,0.00000000,0.01405680,341.86377631,USDT
3154468821317705739,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.02,cont,0.12864000,0.02940000,-0.00128640,USDT,0.00000000,0.00000000,0.02811360,342.04651471,USDT
3154468821317705730,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.07,cont,0.12864000,0.10290000,-0.00450240,USDT,0.00000000,0.00000000,0.09839760,341.84971951,USDT
3154468821317705735,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.01,cont,0.12864000,0.01470000,-0.00064320,USDT,0.00000000,0.00000000,0.01405680,341.94811711,USDT
3154468821317705732,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.01,cont,0.12864000,0.01470000,-0.00064320,USDT,0.00000000,0.00000000,0.01405680,341.87783311,USDT
3154468821317705741,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.01,cont,0.12864000,0.01470000,-0.00064320,USDT,0.00000000,0.00000000,0.01405680,342.08868511,USDT
3154468821317705743,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.02,cont,0.12864000,0.02940000,-0.00128640,USDT,0.00000000,0.00000000,0.02811360,342.14491231,USDT
3154468821317705744,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.46,cont,0.12864000,0.67620000,-0.02958720,USDT,0.00000000,0.00000000,0.64661280,342.79152511,USDT
3154468821317705737,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.02,cont,0.12864000,0.02940000,-0.00128640,USDT,0.00000000,0.00000000,0.02811360,342.00434431,USDT
3154468821317705733,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.02,cont,0.12864000,0.02940000,-0.00128640,USDT,0.00000000,0.00000000,0.02811360,341.90594671,USDT
3154468821317705734,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.02,cont,0.12864000,0.02940000,-0.00128640,USDT,0.00000000,0.00000000,0.02811360,341.93406031,USDT
3154468821317705729,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.01,cont,0.12864000,0.01470000,-0.00064320,USDT,0.00000000,0.00000000,0.01405680,341.75132191,USDT
3154468821317705736,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.02,cont,0.12864000,0.02940000,-0.00128640,USDT,0.00000000,0.00000000,0.02811360,341.97623071,USDT
3154468821317705740,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.02,cont,0.12864000,0.02940000,-0.00128640,USDT,0.00000000,0.00000000,0.02811360,342.07462831,USDT
3154468821317705742,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.02,cont,0.12864000,0.02940000,-0.00128640,USDT,0.00000000,0.00000000,0.02811360,342.11679871,USDT
3154468821317705728,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.01,cont,0.12864000,0.01470000,-0.00064320,USDT,0.00000000,0.00000000,0.01405680,341.73726511,USDT
3154468821317705738,3154468820680171521,2025-12-23 21:01:36,Swap,DOGE-USDT-SWAP,Buy,0.01,cont,0.12864000,0.01470000,-0.00064320,USDT,0.00000000,0.00000000,0.01405680,342.01840111,USDT
3154376074250412033,3154376074183303168,2025-12-23 20:15:32,Swap,XRP-USDT-SWAP,Sell,0.09,cont,1.88410000,0.00000000,-0.00847845,USDT,0.00000000,0.00000000,-0.00847845,341.76277441,USDT
3154376074250412034,3154376074183303168,2025-12-23 20:15:32,Swap,XRP-USDT-SWAP,Sell,0.42,cont,1.88410000,0.00000000,-0.03956610,USDT,0.00000000,0.00000000,-0.03956610,341.72320831,USDT
3154224042944225352,0,2025-12-23 19:00:01,Swap,DOGE-USDT-SWAP,Funding fee income,0.76,cont,0.12939000,0.00484820,0.00000000,USDT,0.00000000,0.00000000,0.00484821,341.77125286,USDT
3154224016771768398,0,2025-12-23 19:00:01,Swap,SOL-USDT-SWAP,Funding fee expense,0.88,cont,123.29000000,-0.00199980,0.00000000,USDT,0.00000000,0.00000000,-0.00199979,341.76640465,USDT
3154224011872821306,0,2025-12-23 19:00:00,Swap,ETH-USDT-SWAP,Funding fee income,0.37,cont,2926.84000000,0.00148320,0.00000000,USDT,0.00000000,0.00000000,0.00148320,341.76840444,USDT
3154223995867357210,0,2025-12-23 19:00:00,Swap,MINA-USDT-SWAP,Funding fee income,10617,cont,0.07443000,0.17104798,0.00000000,USDT,0.17104798,133.10472887,0.00000000,341.76692124,USDT
3154223995028496494,0,2025-12-23 19:00:00,Swap,BTC-USDT-SWAP,Funding fee expense,0.13,cont,87398.80000000,-0.00157664,0.00000000,USDT,0.00000000,0.00000000,-0.00157663,341.76692124,USDT
3154223988854480980,0,2025-12-23 19:00:00,Swap,SUI-USDT-SWAP,Funding fee income,55,cont,1.43090000,0.00010937,0.00000000,USDT,0.00000000,0.00000000,0.00010938,341.76849787,USDT
3154134338290835457,3154134338223726592,2025-12-23 18:15:28,Swap,SUI-USDT-SWAP,Sell,55,cont,1.42190000,0.00000000,-0.03910225,USDT,0.00000000,0.00000000,-0.03910225,341.76838849,USDT
3154113143935852544,3154113143902298112,2025-12-23 18:04:56,Swap,SUI-USDT-SWAP,Buy,3,cont,1.42200000,0.03570000,-0.00213300,USDT,0.00000000,0.00000000,0.03356700,341.29279674,USDT
3154113143935852546,3154113143902298112,2025-12-23 18:04:56,Swap,SUI-USDT-SWAP,Buy,1,cont,1.42200000,0.01190000,-0.00071100,USDT,0.00000000,0.00000000,0.01118900,341.31517474,USDT
3154113143935852547,3154113143902298112,2025-12-23 18:04:56,Swap,SUI-USDT-SWAP,Buy,44,cont,1.42200000,0.52360000,-0.03128400,USDT,0.00000000,0.00000000,0.49231600,341.80749074,USDT
3154113143935852545,3154113143902298112,2025-12-23 18:04:56,Swap,SUI-USDT-SWAP,Buy,1,cont,1.42200000,0.01190000,-0.00071100,USDT,0.00000000,0.00000000,0.01118900,341.30398574,USDT
3154104038437412865,3154104038403858432,2025-12-23 18:00:25,Swap,ETH-USDT-SWAP,Sell,0.37,cont,2917.93000000,0.00000000,-0.05398171,USDT,0.00000000,0.00000000,-0.05398171,341.25922974,USDT
3154093767224451073,3154093766553362432,2025-12-23 17:55:19,Swap,ETH-USDT-SWAP,Buy,0.33,cont,2897.99000000,1.94733000,-0.04781684,USDT,0.00000000,0.00000000,1.89951317,341.31321145,USDT
3154017747813261312,3154017747746152449,2025-12-23 17:17:33,Swap,XRP-USDT-SWAP,Buy,0.39,cont,1.87430000,1.03740000,-0.03654885,USDT,0.00000000,0.00000000,1.00085115,339.41369828,USDT
3154013841305624577,3154013841272070144,2025-12-23 17:15:37,Swap,DOGE-USDT-SWAP,Sell,0.76,cont,0.13011000,0.00000000,-0.04944180,USDT,0.00000000,0.00000000,-0.04944180,338.41284713,USDT
3154013420935700482,3154013420902146048,2025-12-23 17:15:24,Swap,SOL-USDT-SWAP,Sell,0.39,cont,123.43000000,0.00000000,-0.02406885,USDT,0.00000000,0.00000000,-0.02406885,338.46228893,USDT
3154013420935700481,3154013420902146048,2025-12-23 17:15:24,Swap,SOL-USDT-SWAP,Sell,0.49,cont,123.43000000,0.00000000,-0.03024035,USDT,0.00000000,0.00000000,-0.03024035,338.48635778,USDT
3154005427666018304,3154005427598909441,2025-12-23 17:11:26,Swap,SOL-USDT-SWAP,Buy,0.87,cont,123.63000000,1.01790000,-0.05377905,USDT,0.00000000,0.00000000,0.96412095,338.51659813,USDT
3153991303833837568,3153991303800283136,2025-12-23 17:04:25,Swap,DOGE-USDT-SWAP,Buy,0.57,cont,0.12988000,0.92340000,-0.03701580,USDT,0.00000000,0.00000000,0.88638420,337.55247718,USDT
3153740802215108628,0,2025-12-23 15:00:00,Swap,MINA-USDT-SWAP,Funding fee expense,10617,cont,0.07515000,-0.02230333,0.00000000,USDT,-0.02230332,132.93368088,0.00000000,336.66609298,USDT
3153681474858770433,3153681474825216000,2025-12-23 14:30:32,Swap,XRP-USDT-SWAP,Sell,0.39,cont,1.90090000,0.00000000,-0.03706755,USDT,0.00000000,0.00000000,-0.03706755,336.66609298,USDT
3153667672209612800,3153667672176058368,2025-12-23 14:23:40,Swap,XRP-USDT-SWAP,Buy,0.53,cont,1.90300000,-1.11830000,-0.05042950,USDT,0.00000000,0.00000000,-1.16872950,336.70316053,USDT
3153257652787601490,0,2025-12-23 11:00:01,Swap,SOL-USDT-SWAP,Funding fee income,0.87,cont,124.13000000,0.00451175,0.00000000,USDT,0.00000000,0.00000000,0.00451175,337.87189003,USDT
3153257648123535474,0,2025-12-23 11:00:01,Swap,ETH-USDT-SWAP,Funding fee income,0.33,cont,2963.46000000,0.00603444,0.00000000,USDT,0.00000000,0.00000000,0.00603445,337.86737828,USDT
3153257632520724506,0,2025-12-23 11:00:00,Swap,MINA-USDT-SWAP,Funding fee expense,10617,cont,0.07443000,-0.03951117,0.00000000,USDT,-0.03951117,132.95598420,0.00000000,337.86134383,USDT
3153257631748972609,0,2025-12-23 11:00:00,Swap,BTC-USDT-SWAP,Funding fee expense,0.13,cont,87531.40000000,-0.00047998,0.00000000,USDT,0.00000000,0.00000000,-0.00047998,337.86134383,USDT
3153257625843392594,0,2025-12-23 11:00:00,Swap,SUI-USDT-SWAP,Funding fee income,49,cont,1.42660000,0.00699034,0.00000000,USDT,0.00000000,0.00000000,0.00699034,337.86182381,USDT
3153257622957711434,0,2025-12-23 11:00:00,Swap,XRP-USDT-SWAP,Funding fee income,0.53,cont,1.88010000,0.00417980,0.00000000,USDT,0.00000000,0.00000000,0.00417980,337.84739953,USDT
3153257622957711436,0,2025-12-23 11:00:00,Swap,DOGE-USDT-SWAP,Funding fee income,0.57,cont,0.13042000,0.00743394,0.00000000,USDT,0.00000000,0.00000000,0.00743394,337.85483347,USDT
3153138032646807553,3153138032613253120,2025-12-23 10:00:36,Swap,XRP-USDT-SWAP,Sell,0.53,cont,1.88190000,0.00000000,-0.04987035,USDT,0.00000000,0.00000000,-0.04987035,337.84321973,USDT
3153137437424738305,3153137437357629440,2025-12-23 10:00:18,Swap,BTC-USDT-SWAP,Sell,0.13,cont,87379.90000000,0.00000000,-0.05679694,USDT,0.00000000,0.00000000,-0.05679694,337.89309008,USDT
3153117411267297281,3153117411200188416,2025-12-23 09:50:21,Swap,XRP-USDT-SWAP,Buy,0.02,cont,1.87960000,0.03660000,-0.00187960,USDT,0.00000000,0.00000000,0.03472040,336.99507602,USDT
